,doc_id,text,country,year,coding,difficult
AUS_46_1991.txt.148,AUS_46_1991.txt.148,"That hope has to be translated into political will: to achieve and maintain peace, to better the economic lot of mankind, and to permit the individual to live decently and free from fear.",AUS,1991,un,1
AUS_46_1991.txt.149,AUS_46_1991.txt.149,"In fulfilling this role the United Nations must be purposeful, energetic and adaptable.",AUS,1991,un,0
AUS_46_1991.txt.150,AUS_46_1991.txt.150,Its ultimate success will depend on the capacity of Member States to work together in the common interest.,AUS,1991,un,1
AUS_46_1991.txt.151,AUS_46_1991.txt.151,The achievement of which the United Nations is capable is worth the effort of all of us to bring about.,AUS,1991,un,0
LBY_47_1992.txt.1,LBY_47_1992.txt.1,It gives me pleasure at the outset to join the speakers who preceded  me in congratulating you.,LBY,1992,greeting,0
LBY_47_1992.txt.2,LBY_47_1992.txt.2,"Sir, on your election to the presidency of the  General Assembly at its forty-seventh session.",LBY,1992,greeting,0
LBY_47_1992.txt.3,LBY_47_1992.txt.3,My delegation is confident  that your wide experience and diplomatic skill will contribute to the success  of the session.,LBY,1992,greeting,0
LBY_47_1992.txt.4,LBY_47_1992.txt.4,"I should like also to pay tribute to your predecessor, Mr. Samir Shihabi,  for the exemplary manner in which he conducted the affairs of the forty-sixth  session of the General Assembly.",LBY,1992,greeting,0
LBY_47_1992.txt.5,LBY_47_1992.txt.5,"I am pleased also to convey our appreciation and praise to the  Secretary-General, His Excellency Mr. Boutros Boutros-Ghali, for this  consistent efforts, in the face of numerous impediments, to strengthen the  role of the Organization in achieving the purposes and principles of the  United Nations Charter, as well as for his Agenda for Peace proposals aimed at  enhancing the role of the United Nations in preserving international peace and  security, ensuring justice and protecting human rights.",LBY,1992,greeting,1
LBY_47_1992.txt.6,LBY_47_1992.txt.6,"I should like too to welcome the new Members of the Organization:  Armenia, Azerbaijan, Bosnia and Herzegovina, Croatia, Kazakhstan, Kyrgyzstan,  Slovenia, Moldova, San Marino, Tajikistan, Uzbekistan, Turkmenistan and  Georgia.",LBY,1992,greeting,0
LBY_47_1992.txt.7,LBY_47_1992.txt.7,Their accession to the Organization's membership is a further step  towards the complete universality of our Organization.,LBY,1992,greeting,1
LBY_47_1992.txt.8,LBY_47_1992.txt.8,"It also enhances  international acceptability of the principles and purposes of this great  Organization and boosts its efforts to achieve justice, prosperity, progress  and international peace and security.",LBY,1992,greeting,1
LBY_47_1992.txt.9,LBY_47_1992.txt.9,"Since the last session, international relations and the international  balance of power have undergone profound changes and transformations.",LBY,1992,security,0
LBY_47_1992.txt.10,LBY_47_1992.txt.10,"Those  changes have resulted in, among other things, the collapse and disintegration  of what was known as the Soviet Union, and the end of bipolarity.",LBY,1992,security,1
LBY_47_1992.txt.11,LBY_47_1992.txt.11,The world  has begun to seek the establishment of an alternative order whose features  have not crystallized.,LBY,1992,security,1
LBY_47_1992.txt.12,LBY_47_1992.txt.12,"In the meantime, there are signs that several of the  cold-war problems such as certain regional conflicts, the dismantling of the  apartheid system in South Africa and the slowing down of the arms race may  be amenable to solution.",LBY,1992,security,0
LBY_47_1992.txt.13,LBY_47_1992.txt.13,These developments in international relations have  created new opportunities and new challenges.,LBY,1992,security,1
LBY_47_1992.txt.14,LBY_47_1992.txt.14,The challenges must be  confronted by the international community with all seriousness and  determination.',LBY,1992,security,1
LBY_47_1992.txt.15,LBY_47_1992.txt.15,This should be done by strengthening the spirit of  understanding and reconciliation that now prevails in international relations.,LBY,1992,security,1
LBY_47_1992.txt.16,LBY_47_1992.txt.16,"However, this optimism should not stop us from conceding that certain old  questions and problems have not been resolved yet.",LBY,1992,security,1
LBY_47_1992.txt.17,LBY_47_1992.txt.17,"Furthermore, those  developments have created new hotbeds of tension in certain areas of the  world, as evidenced by the eruption of the ethnic conflicts and civil wars  that have cast their shadows on the international arena.",LBY,1992,security,0
LBY_47_1992.txt.18,LBY_47_1992.txt.18,Such unwelcome  trends make it incumbent upon the international community to do more to  strengthen the positive trends in international relations so that we may  resolve the residual and the new problems alike.,LBY,1992,security,1
LBY_47_1992.txt.19,LBY_47_1992.txt.19,"Within that context, my country supports the efforts of the States of the  Economic Community of West African States (ECOWAS) to reach a speedy solution  to the Liberian problem.",LBY,1992,security,1
LBY_47_1992.txt.20,LBY_47_1992.txt.20,We also urge the international community to encourage the Afghans to  settle their differences in a manner that would spare them new confrontation.,LBY,1992,security,1
LBY_47_1992.txt.21,LBY_47_1992.txt.21,And we call on the international community to work seriously to end the bloody  conflict in the Balkans by encouraging the republics of the former Yugoslavia  to settle their disputes through dialogue and negotiation instead of force and  violence.,LBY,1992,security,0
LBY_47_1992.txt.22,LBY_47_1992.txt.22,"The international community should redouble its efforts to put an end to  the human tragedy of the Somali people and to take appropriate measures to  reach a rational reconciliation, thereby guaranteeing a dignified life for the  Somalis, who are facing a massive famine.",LBY,1992,security,0
LBY_47_1992.txt.23,LBY_47_1992.txt.23,"As for the conflict between the Islamic Republic of Iran and the United  Arab Emirates, over the islands of Abu Mousa, Greater Tunb and Lesser Tunb, we  would like to state the need to adhere to the international norms and  conventions that prohibit the occupation by force of the territory of another  State.",LBY,1992,security,1
LBY_47_1992.txt.24,LBY_47_1992.txt.24,"We call upon our brethren in Iran and the United Arab Emirates to  allow reason, respect for good-neighbourliness, and the principle of  sovereignty to prevail, and to search for a peaceful solution to this  conflict, thereby sparing the region an escalation in tensions.",LBY,1992,security,0
LBY_47_1992.txt.25,LBY_47_1992.txt.25,The just cause of the Palestinian people has been with the United Nations  since its inception.,LBY,1992,security,1
LBY_47_1992.txt.26,LBY_47_1992.txt.26,"Notwithstanding the adoption of numerous resolutions by  the General Assembly, the Security Council and other organs, the Organization  remains unable to implement its own resolutions.",LBY,1992,un,0
LBY_47_1992.txt.27,LBY_47_1992.txt.27,"As the Secretary-General  states in his report to the Security Council on preventive diplomacy,  ""The principles of the Charter should be applied consistently, not  selectively, for if the perception should be of the latter, trust will  wane and with it the moral authority which is the greatest and most  unique quality of that instrument.""",LBY,1992,un,0
LBY_47_1992.txt.28,LBY_47_1992.txt.28,"(A/47/277, para.",LBY,1992,un,1
LBY_47_1992.txt.29,LBY_47_1992.txt.29,"82)   Due to clear discrimination against the Palestinian people who remain  under the yoke of Israeli occupation and suffer all forms of oppression,  repression, enslavement and injustice caused by an international community  which employs double standards that people rose up in an intifadah against  Israeli occupation, insisting, properly, on their right to self-determination  and demonstrating that the will of peoples cannot be crushed by repression.",LBY,1992,security,0
LBY_47_1992.txt.30,LBY_47_1992.txt.30,"We should like to reaffirm from this rostrum our support for the  intifadah of the Palestinian people against injustice and for that people's  right to liberate their land, to exercise self-determination and to establish  their own independent and sovereign State.",LBY,1992,security,0
LBY_47_1992.txt.31,LBY_47_1992.txt.31,"We urge the international  community to translate its support of the Palestinian people into practical  measures by pressing for the immediate halting of Jewish immigration to  Palestine and the occupied Arab territories, the complete halting of the  building of Israeli settlements, the protection of the Palestinian people and  the implementation of all resolutions relevant to the Palestinian question and  to the occupied Arab territories, so that peace and justice may prevail in all  parts of the Middle East.",LBY,1992,security,0
LBY_47_1992.txt.32,LBY_47_1992.txt.32,"Despite all the encouraging developments in South Africa over the past  two years, recent events have shown that the situation there is still a source  of tension and cause for concern.",LBY,1992,security,1
